transaction_id,date,scheme_name,transaction_type,amount,state,age_group,gender,city_tier
8933,2024-09-08,HDFC Top 100 Direct,SIP,482172,Kerala,26-35,Female,T30
8934,2022-06-04,ICICI Pru Bluechip Direct,SIP,210530,West Bengal,26-35,Female,B30
8935,2025-08-24,DSP Top 100 Equity Direct,SIP,307272,Tamil Nadu,36-45,Female,T30
8936,2024-11-15,DSP Top 100 Equity Direct,SIP,159368,Punjab,60+,Male,T30
8937,2022-07-14,UTI Flexi Cap Direct,SIP,170014,Kerala,26-35,Female,T30
8938,2024-05-16,ABSL Frontline Equity Direct,SIP,57919,Uttar Pradesh,60+,Female,B30
8939,2024-04-07,SBI Bluechip Direct,Lumpsum,309992,Maharashtra,36-45,Male,T30
8940,2022-12-14,Mirae Asset Large Cap Direct,SIP,351596,Gujarat,18-25,Male,T30
8941,2023-09-20,ABSL Frontline Equity Direct,Redemption,137043,Gujarat,60+,Female,T30
8942,2022-06-08,Nippon Large Cap Direct,SIP,163556,Delhi,60+,Female,B30
8943,2022-07-07,DSP Top 100 Equity Direct,SIP,271830,Rajasthan,36-45,Female,T30
8944,2025-08-16,HDFC Top 100 Direct,SIP,58641,Telangana,36-45,Female,T30
8945,2023-11-02,DSP Top 100 Equity Direct,SIP,176943,Uttar Pradesh,60+,Male,T30
8946,2024-06-14,Axis Bluechip Direct,Lumpsum,386321,Delhi,60+,Female,T30
8947,2024-02-09,ICICI Pru Bluechip Direct,SIP,176709,Tamil Nadu,46-60,Male,T30
8948,2025-03-28,ABSL Frontline Equity Direct,SIP,322677,Kerala,18-25,Male,B30
8949,2022-09-06,ABSL Frontline Equity Direct,SIP,253627,Telangana,36-45,Female,B30
8950,2024-05-07,ABSL Frontline Equity Direct,Redemption,343143,Rajasthan,46-60,Female,T30
8951,2025-10-30,HDFC Top 100 Direct,SIP,218798,Andhra Pradesh,46-60,Female,B30
8952,2025-01-10,HDFC Top 100 Direct,Redemption,462845,Punjab,60+,Male,B30
8953,2023-06-03,Nippon Large Cap Direct,SIP,134280,Rajasthan,46-60,Male,T30
8954,2023-08-10,ICICI Pru Bluechip Direct,SIP,356440,Maharashtra,26-35,Female,T30
8955,2024-01-29,Axis Bluechip Direct,SIP,47676,Uttar Pradesh,46-60,Male,T30
8956,2022-04-20,HDFC Top 100 Direct,SIP,270574,Tamil Nadu,26-35,Female,T30
8957,2022-09-10,HDFC Top 100 Direct,SIP,413679,Karnataka,60+,Male,T30
8958,2025-01-15,ABSL Frontline Equity Direct,SIP,259210,Delhi,46-60,Male,T30
8959,2023-10-25,Nippon Large Cap Direct,SIP,299580,Uttar Pradesh,26-35,Female,T30
8960,2025-01-30,HDFC Top 100 Direct,SIP,90264,Kerala,18-25,Female,B30
8961,2022-05-30,Axis Bluechip Direct,Redemption,320294,Kerala,36-45,Male,B30
8962,2023-02-13,SBI Bluechip Direct,SIP,87636,Karnataka,46-60,Female,B30
8963,2025-01-04,Mirae Asset Large Cap Direct,SIP,14250,West Bengal,46-60,Female,T30
8964,2023-09-28,Nippon Large Cap Direct,SIP,195477,Gujarat,46-60,Female,T30
8965,2023-12-28,ABSL Frontline Equity Direct,SIP,347498,Karnataka,46-60,Female,T30
8966,2023-03-03,ABSL Frontline Equity Direct,SIP,31359,Punjab,18-25,Male,T30
8967,2022-02-03,UTI Flexi Cap Direct,SIP,384451,West Bengal,46-60,Male,T30
8968,2024-12-10,UTI Flexi Cap Direct,SIP,475706,Kerala,60+,Female,T30
8969,2022-05-22,ABSL Frontline Equity Direct,SIP,226549,Kerala,26-35,Male,T30
8970,2022-03-21,Kotak Bluechip Direct,SIP,95473,West Bengal,36-45,Male,T30
8971,2024-09-26,Axis Bluechip Direct,SIP,71078,Rajasthan,26-35,Female,T30
8972,2025-12-17,SBI Bluechip Direct,SIP,468290,Uttar Pradesh,46-60,Female,B30
8973,2024-06-24,Nippon Large Cap Direct,Redemption,212062,Delhi,18-25,Male,T30
8974,2022-09-09,ABSL Frontline Equity Direct,SIP,108233,Tamil Nadu,18-25,Female,T30
8975,2024-07-28,ABSL Frontline Equity Direct,SIP,85970,Rajasthan,60+,Female,T30
8976,2024-08-20,SBI Bluechip Direct,SIP,139415,Kerala,26-35,Female,B30
8977,2024-02-13,ICICI Pru Bluechip Direct,Lumpsum,274777,Punjab,60+,Male,T30
8978,2022-07-19,SBI Bluechip Direct,SIP,453245,Andhra Pradesh,26-35,Female,T30
8979,2023-09-17,Axis Bluechip Direct,SIP,140842,West Bengal,46-60,Male,T30
8980,2024-12-30,Mirae Asset Large Cap Direct,SIP,61363,Uttar Pradesh,60+,Female,B30
8981,2022-02-26,Mirae Asset Large Cap Direct,SIP,239954,Tamil Nadu,36-45,Female,T30
8982,2024-11-04,ABSL Frontline Equity Direct,SIP,382324,Telangana,46-60,Male,T30
8983,2025-08-07,ICICI Pru Bluechip Direct,SIP,420864,Andhra Pradesh,26-35,Male,T30
8984,2024-07-13,Kotak Bluechip Direct,Redemption,19346,Delhi,60+,Male,B30
8985,2023-02-25,UTI Flexi Cap Direct,SIP,10189,Rajasthan,26-35,Male,B30
8986,2024-12-06,UTI Flexi Cap Direct,SIP,89474,West Bengal,36-45,Male,B30
8987,2025-01-18,DSP Top 100 Equity Direct,SIP,137152,Maharashtra,36-45,Female,B30
8988,2025-05-13,Kotak Bluechip Direct,Redemption,194540,Karnataka,18-25,Male,B30
8989,2022-09-12,Mirae Asset Large Cap Direct,Redemption,51215,Uttar Pradesh,18-25,Male,B30
8990,2024-02-12,ICICI Pru Bluechip Direct,SIP,194064,Karnataka,36-45,Female,T30
8991,2023-09-17,ICICI Pru Bluechip Direct,Redemption,374268,Uttar Pradesh,18-25,Female,T30
8992,2024-06-17,HDFC Top 100 Direct,SIP,358880,Punjab,18-25,Male,T30
8993,2022-05-30,Axis Bluechip Direct,Redemption,218429,Delhi,46-60,Female,T30
8994,2022-07-10,Mirae Asset Large Cap Direct,SIP,375803,Karnataka,36-45,Male,T30
8995,2024-04-19,ABSL Frontline Equity Direct,Lumpsum,244588,Maharashtra,18-25,Female,T30
8996,2023-04-22,Kotak Bluechip Direct,Lumpsum,328924,Delhi,36-45,Male,T30
8997,2023-08-10,Nippon Large Cap Direct,SIP,179640,West Bengal,60+,Male,T30
8998,2022-03-23,Kotak Bluechip Direct,Redemption,20291,Gujarat,46-60,Female,B30
8999,2022-07-09,ICICI Pru Bluechip Direct,SIP,134877,Rajasthan,18-25,Male,T30
9000,2025-02-05,SBI Bluechip Direct,Lumpsum,453733,Rajasthan,36-45,Female,T30
9001,2023-10-28,DSP Top 100 Equity Direct,SIP,272070,Tamil Nadu,18-25,Male,T30
9002,2025-12-12,DSP Top 100 Equity Direct,SIP,153328,Delhi,18-25,Female,T30
9003,2024-05-08,UTI Flexi Cap Direct,SIP,293997,Tamil Nadu,36-45,Female,T30
9004,2022-08-28,Nippon Large Cap Direct,SIP,276762,Telangana,18-25,Female,T30
9005,2025-08-20,Kotak Bluechip Direct,SIP,165998,Delhi,46-60,Male,T30
9006,2023-02-16,Mirae Asset Large Cap Direct,SIP,219468,Delhi,26-35,Male,B30
9007,2023-05-30,ABSL Frontline Equity Direct,SIP,43263,Delhi,60+,Male,T30
9008,2023-09-04,ICICI Pru Bluechip Direct,SIP,183040,Delhi,18-25,Female,T30
9009,2025-08-15,ABSL Frontline Equity Direct,SIP,410151,West Bengal,36-45,Female,T30
9010,2022-08-18,UTI Flexi Cap Direct,Lumpsum,220305,Maharashtra,46-60,Female,B30
9011,2024-06-23,DSP Top 100 Equity Direct,SIP,139293,Andhra Pradesh,60+,Female,T30
9012,2023-01-17,SBI Bluechip Direct,Lumpsum,370938,Telangana,60+,Female,T30
9013,2023-09-06,DSP Top 100 Equity Direct,SIP,435524,Maharashtra,18-25,Female,B30
9014,2023-02-20,SBI Bluechip Direct,SIP,127508,West Bengal,46-60,Female,B30
9015,2022-08-22,Nippon Large Cap Direct,Lumpsum,248094,Punjab,36-45,Female,T30
9016,2025-04-04,Axis Bluechip Direct,SIP,414654,Karnataka,60+,Female,B30
9017,2022-08-24,HDFC Top 100 Direct,SIP,203254,Maharashtra,60+,Female,B30
9018,2023-10-07,Mirae Asset Large Cap Direct,Lumpsum,391396,Uttar Pradesh,18-25,Male,B30
9019,2024-05-21,Nippon Large Cap Direct,SIP,156088,Andhra Pradesh,26-35,Male,T30
9020,2023-03-09,ABSL Frontline Equity Direct,SIP,256948,Telangana,60+,Female,T30
9021,2022-02-26,Kotak Bluechip Direct,SIP,91975,Kerala,26-35,Female,B30
9022,2023-11-22,HDFC Top 100 Direct,SIP,1907,West Bengal,36-45,Male,T30
9023,2023-10-12,Nippon Large Cap Direct,SIP,474342,Uttar Pradesh,46-60,Female,B30
9024,2022-04-23,Kotak Bluechip Direct,Lumpsum,163972,Delhi,18-25,Female,B30
9025,2024-09-02,ICICI Pru Bluechip Direct,Redemption,284471,Uttar Pradesh,18-25,Female,T30
9026,2023-11-13,Nippon Large Cap Direct,Redemption,297354,Andhra Pradesh,26-35,Male,T30
9027,2022-07-04,DSP Top 100 Equity Direct,SIP,384196,Rajasthan,18-25,Male,B30
9028,2024-12-04,ICICI Pru Bluechip Direct,SIP,446286,West Bengal,36-45,Male,B30
9029,2025-12-22,Nippon Large Cap Direct,Redemption,47338,Kerala,60+,Female,T30
9030,2023-08-02,Kotak Bluechip Direct,SIP,226935,West Bengal,26-35,Female,B30
9031,2022-08-25,Mirae Asset Large Cap Direct,SIP,174076,West Bengal,46-60,Female,T30
9032,2024-06-23,DSP Top 100 Equity Direct,Lumpsum,213373,Delhi,26-35,Male,T30
9033,2025-03-11,Mirae Asset Large Cap Direct,SIP,57398,Tamil Nadu,60+,Male,T30
9034,2025-06-29,HDFC Top 100 Direct,Redemption,468643,Rajasthan,60+,Female,B30
9035,2024-12-24,Kotak Bluechip Direct,Redemption,262081,Telangana,18-25,Male,T30
9036,2024-12-15,HDFC Top 100 Direct,SIP,277917,Andhra Pradesh,60+,Female,T30
9037,2023-12-28,HDFC Top 100 Direct,Redemption,134412,Andhra Pradesh,60+,Male,B30
9038,2023-03-22,DSP Top 100 Equity Direct,SIP,428623,Delhi,46-60,Female,B30
9039,2023-04-12,Axis Bluechip Direct,Lumpsum,146041,Uttar Pradesh,26-35,Female,T30
9040,2023-01-21,Nippon Large Cap Direct,Redemption,367520,Uttar Pradesh,18-25,Male,B30
9041,2024-01-25,Kotak Bluechip Direct,SIP,8629,Telangana,46-60,Male,T30
9042,2023-05-23,Kotak Bluechip Direct,SIP,234724,Uttar Pradesh,36-45,Male,T30
9043,2025-11-08,SBI Bluechip Direct,SIP,332077,Tamil Nadu,26-35,Female,T30
9044,2022-12-20,HDFC Top 100 Direct,SIP,442739,Gujarat,60+,Female,T30
9045,2024-11-26,Axis Bluechip Direct,Redemption,66513,Punjab,26-35,Female,T30
9046,2022-04-06,HDFC Top 100 Direct,Lumpsum,436262,Delhi,46-60,Female,T30
9047,2023-08-04,DSP Top 100 Equity Direct,Lumpsum,112932,Tamil Nadu,26-35,Female,T30
9048,2024-02-20,SBI Bluechip Direct,Redemption,130334,Uttar Pradesh,36-45,Male,T30
9049,2023-01-19,HDFC Top 100 Direct,Redemption,247912,Punjab,60+,Female,B30
9050,2022-12-23,ICICI Pru Bluechip Direct,Lumpsum,282189,Tamil Nadu,60+,Female,T30
9051,2025-11-20,ABSL Frontline Equity Direct,Lumpsum,2519,West Bengal,18-25,Female,T30
9052,2022-06-17,UTI Flexi Cap Direct,SIP,336369,Gujarat,26-35,Female,B30
9053,2023-04-28,ABSL Frontline Equity Direct,SIP,471244,Telangana,46-60,Male,T30
9054,2025-12-05,HDFC Top 100 Direct,Lumpsum,209523,Rajasthan,60+,Male,T30
9055,2022-09-13,Nippon Large Cap Direct,Lumpsum,120052,Telangana,46-60,Female,B30
9056,2024-11-28,UTI Flexi Cap Direct,SIP,38113,Tamil Nadu,60+,Female,B30
9057,2022-09-19,UTI Flexi Cap Direct,SIP,452514,Delhi,60+,Male,T30
9058,2022-11-15,Axis Bluechip Direct,SIP,381889,Rajasthan,46-60,Male,T30
9059,2024-12-21,DSP Top 100 Equity Direct,SIP,205473,Andhra Pradesh,46-60,Female,T30
9060,2022-07-17,SBI Bluechip Direct,SIP,183562,Karnataka,26-35,Female,B30
9061,2024-12-29,Axis Bluechip Direct,SIP,37092,Karnataka,36-45,Male,T30
9062,2025-12-23,Nippon Large Cap Direct,SIP,65935,Tamil Nadu,60+,Male,B30
9063,2022-04-24,Mirae Asset Large Cap Direct,Lumpsum,272366,Gujarat,26-35,Female,T30
9064,2023-03-01,Mirae Asset Large Cap Direct,SIP,458148,Tamil Nadu,60+,Male,T30
9065,2022-05-16,Axis Bluechip Direct,SIP,290218,Karnataka,26-35,Female,B30
9066,2024-10-10,DSP Top 100 Equity Direct,SIP,305183,Rajasthan,60+,Female,B30
9067,2023-09-30,Mirae Asset Large Cap Direct,SIP,107740,Delhi,36-45,Female,T30
9068,2024-09-16,Nippon Large Cap Direct,SIP,228033,Andhra Pradesh,36-45,Male,T30
9069,2024-07-28,Nippon Large Cap Direct,SIP,321958,West Bengal,26-35,Female,B30
9070,2025-09-27,SBI Bluechip Direct,SIP,231779,Kerala,60+,Female,T30
9071,2025-03-29,Mirae Asset Large Cap Direct,SIP,90585,Rajasthan,46-60,Female,T30
9072,2023-08-26,ICICI Pru Bluechip Direct,SIP,303698,Maharashtra,36-45,Female,B30
9073,2025-07-21,SBI Bluechip Direct,SIP,435697,Punjab,36-45,Female,B30
9074,2024-03-28,UTI Flexi Cap Direct,SIP,186356,Gujarat,46-60,Male,T30
9075,2022-06-26,HDFC Top 100 Direct,SIP,203113,Andhra Pradesh,26-35,Female,T30
9076,2022-08-24,Axis Bluechip Direct,Redemption,210979,Telangana,46-60,Female,T30
9077,2023-03-22,Mirae Asset Large Cap Direct,SIP,443563,Kerala,60+,Male,T30
9078,2024-08-07,DSP Top 100 Equity Direct,Lumpsum,161882,Gujarat,46-60,Male,T30
9079,2023-08-31,HDFC Top 100 Direct,SIP,332838,Delhi,18-25,Male,T30
9080,2022-08-09,Nippon Large Cap Direct,SIP,346306,Uttar Pradesh,18-25,Male,T30
9081,2023-11-24,ABSL Frontline Equity Direct,SIP,158478,Maharashtra,46-60,Female,T30
9082,2022-02-01,ABSL Frontline Equity Direct,SIP,141761,Uttar Pradesh,60+,Female,B30
9083,2024-12-07,Axis Bluechip Direct,SIP,341748,Punjab,18-25,Female,T30
9084,2023-04-12,Axis Bluechip Direct,Redemption,6973,Maharashtra,46-60,Female,T30
9085,2023-09-18,DSP Top 100 Equity Direct,SIP,184995,Andhra Pradesh,46-60,Male,B30
9086,2024-07-15,DSP Top 100 Equity Direct,SIP,416384,Telangana,46-60,Male,T30
9087,2022-11-26,DSP Top 100 Equity Direct,SIP,222033,Punjab,46-60,Female,T30
9088,2024-05-31,UTI Flexi Cap Direct,Lumpsum,182931,Punjab,18-25,Male,T30
9089,2024-10-21,SBI Bluechip Direct,SIP,60238,Uttar Pradesh,18-25,Female,T30
9090,2025-09-15,Nippon Large Cap Direct,SIP,14331,Andhra Pradesh,46-60,Female,B30
9091,2023-03-03,UTI Flexi Cap Direct,SIP,74758,Punjab,60+,Male,T30
9092,2025-04-22,SBI Bluechip Direct,SIP,371044,Tamil Nadu,36-45,Female,B30
9093,2024-10-12,UTI Flexi Cap Direct,SIP,300544,Delhi,36-45,Female,T30
9094,2023-01-03,Kotak Bluechip Direct,Lumpsum,237237,Uttar Pradesh,18-25,Male,T30
9095,2024-09-03,Nippon Large Cap Direct,SIP,463203,Kerala,60+,Male,T30
9096,2023-02-07,SBI Bluechip Direct,SIP,178561,Tamil Nadu,60+,Male,B30
9097,2024-06-19,DSP Top 100 Equity Direct,SIP,89952,Rajasthan,26-35,Female,T30
9098,2023-05-21,ABSL Frontline Equity Direct,Redemption,34176,Kerala,60+,Female,B30
9099,2023-07-06,Axis Bluechip Direct,Lumpsum,101725,Gujarat,36-45,Female,B30
9100,2022-06-29,HDFC Top 100 Direct,SIP,153155,Telangana,26-35,Male,B30
9101,2023-09-12,Mirae Asset Large Cap Direct,SIP,9719,Andhra Pradesh,60+,Female,T30
9102,2022-01-20,Kotak Bluechip Direct,SIP,463065,Uttar Pradesh,60+,Male,T30
9103,2024-06-28,UTI Flexi Cap Direct,Lumpsum,128183,Uttar Pradesh,26-35,Female,T30
9104,2022-01-25,Mirae Asset Large Cap Direct,Lumpsum,347228,Gujarat,36-45,Female,B30
9105,2023-09-02,SBI Bluechip Direct,SIP,178411,Tamil Nadu,46-60,Female,T30
9106,2023-03-09,UTI Flexi Cap Direct,SIP,443853,Rajasthan,36-45,Female,T30
9107,2024-12-18,UTI Flexi Cap Direct,SIP,33598,Rajasthan,18-25,Male,T30
9108,2023-07-25,Mirae Asset Large Cap Direct,Redemption,256557,Andhra Pradesh,26-35,Female,B30
9109,2023-10-05,SBI Bluechip Direct,SIP,4340,Telangana,46-60,Male,T30
9110,2025-09-14,ICICI Pru Bluechip Direct,SIP,365055,Gujarat,60+,Male,T30
9111,2025-11-14,SBI Bluechip Direct,Lumpsum,243811,Rajasthan,36-45,Male,T30
9112,2024-04-07,ICICI Pru Bluechip Direct,SIP,66926,Delhi,36-45,Female,T30
9113,2025-08-16,Mirae Asset Large Cap Direct,SIP,307145,Tamil Nadu,60+,Male,T30
9114,2022-05-14,ABSL Frontline Equity Direct,SIP,33624,Tamil Nadu,36-45,Female,T30
9115,2025-09-07,Mirae Asset Large Cap Direct,SIP,195240,Gujarat,36-45,Female,T30
9116,2022-12-29,ICICI Pru Bluechip Direct,SIP,72737,Uttar Pradesh,26-35,Male,T30
9117,2023-02-11,DSP Top 100 Equity Direct,Lumpsum,477957,West Bengal,60+,Female,T30
9118,2023-10-10,Axis Bluechip Direct,SIP,279274,Delhi,60+,Male,T30
9119,2025-07-08,Axis Bluechip Direct,SIP,96474,Rajasthan,46-60,Female,T30
9120,2023-04-08,DSP Top 100 Equity Direct,Redemption,327634,Delhi,46-60,Female,T30
9121,2023-07-16,UTI Flexi Cap Direct,Lumpsum,324109,Tamil Nadu,18-25,Male,T30
9122,2022-08-27,ABSL Frontline Equity Direct,SIP,138832,Telangana,18-25,Female,T30
9123,2022-12-17,Axis Bluechip Direct,SIP,61547,Maharashtra,18-25,Female,T30
9124,2023-09-09,DSP Top 100 Equity Direct,Lumpsum,473248,Maharashtra,18-25,Male,T30
9125,2023-03-01,Mirae Asset Large Cap Direct,Redemption,131672,Karnataka,46-60,Male,B30
9126,2022-09-21,UTI Flexi Cap Direct,Redemption,69133,Rajasthan,26-35,Female,T30
9127,2023-03-19,Nippon Large Cap Direct,SIP,264416,Maharashtra,18-25,Female,T30
9128,2025-04-28,DSP Top 100 Equity Direct,Redemption,123281,Punjab,18-25,Female,T30
9129,2022-11-06,ABSL Frontline Equity Direct,Lumpsum,303092,Gujarat,26-35,Female,T30
9130,2025-11-13,UTI Flexi Cap Direct,SIP,140092,Delhi,26-35,Male,T30
9131,2022-03-17,Mirae Asset Large Cap Direct,SIP,360101,Karnataka,18-25,Male,B30
9132,2024-12-07,ABSL Frontline Equity Direct,SIP,198610,Kerala,26-35,Male,T30
9133,2025-05-15,Kotak Bluechip Direct,Lumpsum,196205,West Bengal,26-35,Female,T30
9134,2023-01-21,HDFC Top 100 Direct,SIP,334549,Kerala,18-25,Female,T30
9135,2023-09-14,ABSL Frontline Equity Direct,SIP,257915,Andhra Pradesh,60+,Female,B30
9136,2023-02-18,ABSL Frontline Equity Direct,SIP,262029,Andhra Pradesh,60+,Female,T30
9137,2025-08-17,Mirae Asset Large Cap Direct,SIP,118403,West Bengal,18-25,Female,T30
9138,2023-08-04,UTI Flexi Cap Direct,SIP,403603,Uttar Pradesh,46-60,Male,T30
9139,2022-05-04,DSP Top 100 Equity Direct,SIP,264128,Gujarat,46-60,Female,T30
9140,2023-04-19,DSP Top 100 Equity Direct,Redemption,315579,Delhi,46-60,Female,T30
9141,2023-09-15,ABSL Frontline Equity Direct,SIP,439655,Uttar Pradesh,26-35,Female,T30
9142,2025-03-27,HDFC Top 100 Direct,SIP,447274,Tamil Nadu,18-25,Male,B30
9143,2025-05-16,Nippon Large Cap Direct,SIP,147723,Rajasthan,60+,Male,T30
9144,2022-06-23,Kotak Bluechip Direct,SIP,409139,Uttar Pradesh,60+,Female,T30
9145,2024-08-26,ICICI Pru Bluechip Direct,Redemption,252594,Maharashtra,26-35,Male,T30
9146,2023-03-18,Mirae Asset Large Cap Direct,SIP,208479,Telangana,60+,Female,B30
9147,2024-07-21,HDFC Top 100 Direct,SIP,9282,Uttar Pradesh,36-45,Male,B30
9148,2023-03-28,Mirae Asset Large Cap Direct,Redemption,87508,Telangana,18-25,Female,T30
9149,2024-05-28,UTI Flexi Cap Direct,SIP,387791,West Bengal,36-45,Male,B30
9150,2024-08-06,Nippon Large Cap Direct,Lumpsum,168667,Rajasthan,26-35,Male,T30
9151,2024-10-02,ICICI Pru Bluechip Direct,SIP,174315,Maharashtra,46-60,Female,T30
9152,2022-08-02,SBI Bluechip Direct,SIP,201621,Andhra Pradesh,26-35,Female,T30
9153,2023-09-18,Mirae Asset Large Cap Direct,Lumpsum,272207,Tamil Nadu,26-35,Female,T30
9154,2023-10-16,DSP Top 100 Equity Direct,SIP,70528,Gujarat,18-25,Male,B30
9155,2023-06-28,DSP Top 100 Equity Direct,SIP,457471,Kerala,46-60,Female,B30
9156,2023-08-13,ABSL Frontline Equity Direct,SIP,147824,Kerala,18-25,Male,B30
9157,2023-02-15,Axis Bluechip Direct,Lumpsum,156897,West Bengal,26-35,Male,T30
9158,2023-05-28,Kotak Bluechip Direct,Lumpsum,81484,Telangana,46-60,Male,T30
9159,2023-12-18,Kotak Bluechip Direct,SIP,250167,Telangana,46-60,Male,B30
9160,2022-11-14,DSP Top 100 Equity Direct,SIP,138002,Tamil Nadu,26-35,Male,T30
9161,2025-12-19,Nippon Large Cap Direct,Redemption,306901,Tamil Nadu,60+,Female,T30
9162,2025-03-16,UTI Flexi Cap Direct,SIP,346789,Karnataka,46-60,Female,T30
9163,2024-01-22,Mirae Asset Large Cap Direct,SIP,204189,Tamil Nadu,46-60,Male,T30
9164,2023-10-17,Axis Bluechip Direct,Redemption,330744,Delhi,46-60,Female,T30
9165,2022-05-12,UTI Flexi Cap Direct,SIP,274793,Uttar Pradesh,46-60,Male,T30
9166,2023-01-31,ABSL Frontline Equity Direct,SIP,80825,Telangana,26-35,Female,T30
9167,2024-07-22,ICICI Pru Bluechip Direct,SIP,186757,Kerala,46-60,Male,T30
9168,2022-01-27,Nippon Large Cap Direct,SIP,26851,Rajasthan,26-35,Male,B30
9169,2022-12-07,DSP Top 100 Equity Direct,SIP,422914,Tamil Nadu,26-35,Female,B30
9170,2022-05-10,Mirae Asset Large Cap Direct,SIP,378545,Rajasthan,26-35,Male,T30
9171,2022-09-21,UTI Flexi Cap Direct,Lumpsum,127228,Karnataka,60+,Female,T30
9172,2024-05-30,Nippon Large Cap Direct,SIP,145730,Uttar Pradesh,26-35,Male,T30
9173,2022-11-20,Mirae Asset Large Cap Direct,Lumpsum,254225,Maharashtra,60+,Female,B30
9174,2022-07-29,UTI Flexi Cap Direct,SIP,449662,West Bengal,18-25,Male,T30
9175,2022-08-23,Mirae Asset Large Cap Direct,SIP,297631,Andhra Pradesh,36-45,Male,B30
9176,2024-08-29,SBI Bluechip Direct,SIP,197145,Gujarat,36-45,Female,T30
9177,2024-07-24,SBI Bluechip Direct,Redemption,73510,Uttar Pradesh,60+,Male,T30
9178,2023-02-09,Axis Bluechip Direct,SIP,397349,Delhi,18-25,Male,T30
9179,2023-11-30,ICICI Pru Bluechip Direct,SIP,233795,Telangana,26-35,Female,B30
9180,2022-03-22,SBI Bluechip Direct,Redemption,18313,Rajasthan,60+,Female,B30
9181,2024-06-11,SBI Bluechip Direct,SIP,288435,Gujarat,46-60,Male,T30
9182,2022-12-09,Nippon Large Cap Direct,SIP,22794,Kerala,60+,Female,T30
9183,2023-11-03,HDFC Top 100 Direct,Lumpsum,345546,Rajasthan,46-60,Female,T30
9184,2023-02-21,Axis Bluechip Direct,Lumpsum,297569,Delhi,46-60,Male,B30
9185,2023-07-21,HDFC Top 100 Direct,SIP,338504,Kerala,36-45,Male,T30
9186,2022-01-05,ICICI Pru Bluechip Direct,Lumpsum,466195,Delhi,46-60,Male,T30
9187,2024-06-12,ABSL Frontline Equity Direct,SIP,438128,Kerala,46-60,Male,T30
9188,2025-04-26,ICICI Pru Bluechip Direct,SIP,201921,Maharashtra,26-35,Male,T30
9189,2023-06-10,DSP Top 100 Equity Direct,Lumpsum,449324,Kerala,26-35,Female,T30
9190,2024-12-15,Kotak Bluechip Direct,Lumpsum,450664,Telangana,36-45,Male,T30
9191,2024-11-05,DSP Top 100 Equity Direct,SIP,34039,Maharashtra,18-25,Male,T30
9192,2024-02-02,Axis Bluechip Direct,SIP,3830,West Bengal,18-25,Male,T30
9193,2023-10-27,ICICI Pru Bluechip Direct,SIP,103580,Karnataka,18-25,Female,T30
9194,2025-05-26,Kotak Bluechip Direct,SIP,428855,Punjab,18-25,Female,B30
9195,2025-04-04,Kotak Bluechip Direct,SIP,234179,Karnataka,26-35,Male,T30
9196,2022-12-07,UTI Flexi Cap Direct,Redemption,48614,West Bengal,46-60,Female,T30
9197,2025-10-22,SBI Bluechip Direct,SIP,427633,Gujarat,18-25,Male,T30
9198,2025-10-29,SBI Bluechip Direct,Lumpsum,354624,Karnataka,60+,Male,T30
9199,2024-10-18,Nippon Large Cap Direct,SIP,315067,Tamil Nadu,60+,Male,T30
9200,2024-08-18,SBI Bluechip Direct,SIP,345005,Karnataka,46-60,Male,B30
9201,2023-12-18,Mirae Asset Large Cap Direct,SIP,25553,Maharashtra,26-35,Female,T30
9202,2022-01-07,ABSL Frontline Equity Direct,Lumpsum,421712,Tamil Nadu,26-35,Female,T30
9203,2022-12-15,Axis Bluechip Direct,SIP,409019,Andhra Pradesh,36-45,Female,T30
9204,2023-04-27,Nippon Large Cap Direct,SIP,150744,Karnataka,60+,Female,T30
9205,2022-02-06,ABSL Frontline Equity Direct,Lumpsum,301298,West Bengal,46-60,Female,T30
9206,2022-09-25,SBI Bluechip Direct,SIP,144628,West Bengal,18-25,Male,T30
9207,2025-11-13,ICICI Pru Bluechip Direct,Lumpsum,126115,Kerala,46-60,Male,T30
9208,2025-09-21,DSP Top 100 Equity Direct,SIP,448269,West Bengal,60+,Female,T30
9209,2023-11-18,DSP Top 100 Equity Direct,Lumpsum,53053,Telangana,36-45,Female,T30
9210,2022-12-01,ABSL Frontline Equity Direct,SIP,74977,Delhi,60+,Female,T30
9211,2023-10-22,HDFC Top 100 Direct,SIP,303810,Karnataka,60+,Female,T30
9212,2025-04-15,ABSL Frontline Equity Direct,SIP,363231,Uttar Pradesh,60+,Male,B30
9213,2022-12-28,UTI Flexi Cap Direct,Redemption,171751,Telangana,36-45,Female,B30
9214,2023-08-25,Mirae Asset Large Cap Direct,SIP,363678,Andhra Pradesh,46-60,Female,T30
9215,2024-09-23,Mirae Asset Large Cap Direct,SIP,299975,Rajasthan,18-25,Male,B30
9216,2022-01-15,Axis Bluechip Direct,Lumpsum,9825,Tamil Nadu,60+,Male,T30
9217,2023-05-02,HDFC Top 100 Direct,SIP,471164,Telangana,18-25,Male,T30
9218,2025-08-15,SBI Bluechip Direct,SIP,211378,Maharashtra,60+,Female,B30
9219,2022-08-13,Axis Bluechip Direct,Lumpsum,489117,Maharashtra,18-25,Female,T30
9220,2023-04-19,HDFC Top 100 Direct,Lumpsum,329687,Telangana,18-25,Male,T30
9221,2023-08-22,UTI Flexi Cap Direct,Redemption,200272,Kerala,18-25,Female,T30
